norm_avg_female,norm_year_female,norm_field_female,norm_province_female
0.7999999999999998,0.25,0.6590909090909092,0.5723684210526315
0.7549999999999999,0.5,0.0,0.7697368421052632
0.1412500000000001,0.5,0.6590909090909092,0.17434210526315788
0.36375,0.25,0.6590909090909092,0.30921052631578944
0.1975,0.75,0.6590909090909092,0.7697368421052632
0.5449999999999999,1.0,0.6363636363636365,0.25
0.5225,0.0,1.0,0.48026315789473684
0.44999999999999996,0.0,1.0,0.4375
0.03374999999999995,1.0,0.022727272727272707,0.08552631578947367
0.1924999999999999,0.75,0.5909090909090908,0.7927631578947368
0.69625,0.25,1.0,0.25
0.4575,0.25,0.5909090909090908,0.08552631578947367
0.63625,1.0,0.022727272727272707,0.9243421052631579
0.5412499999999998,0.0,1.0,0.17434210526315788
0.6425000000000001,1.0,0.6363636363636365,0.7927631578947368
0.6600000000000001,0.25,0.022727272727272707,0.5723684210526315
0.9125000000000001,0.25,0.5909090909090908,0.48026315789473684
0.3474999999999999,0.75,0.6590909090909092,0.25
0.8762500000000002,0.75,0.6363636363636365,0.7927631578947368
0.36749999999999994,0.5,0.022727272727272707,0.8684210526315789
0.5474999999999999,1.0,0.022727272727272707,0.8684210526315789
0.07499999999999996,1.0,0.0,0.30921052631578944
0.013749999999999929,1.0,0.5909090909090908,0.9243421052631579
0.9237500000000001,0.5,0.022727272727272707,0.48026315789473684
0.3287500000000001,0.0,0.5909090909090908,0.17434210526315788
0.8987500000000002,1.0,0.0,0.13486842105263158
0.45124999999999993,0.5,0.6363636363636365,0.11184210526315788
0.40625,0.0,0.6590909090909092,0.08552631578947367
0.8112499999999998,0.25,0.6590909090909092,0.638157894736842
0.94,0.0,1.0,0.5263157894736842
0.8487499999999999,0.75,0.022727272727272707,0.7697368421052632
0.8287499999999999,1.0,0.022727272727272707,0.08552631578947367
0.19625000000000004,0.0,0.6363636363636365,0.17434210526315788
0.7862499999999999,1.0,0.6363636363636365,0.30921052631578944
0.7250000000000001,0.25,0.0,0.9671052631578946
0.32375,0.25,0.6590909090909092,0.4375
0.36375,0.5,1.0,0.9078947368421052
0.90375,1.0,1.0,0.5953947368421052
0.016250000000000098,0.25,0.0,0.2664473684210526
0.6937500000000001,1.0,0.5909090909090908,0.8355263157894737
0.45999999999999996,1.0,1.0,0.5723684210526315
0.2137500000000001,0.0,1.0,0.3388157894736842
0.1812499999999999,0.75,1.0,0.7927631578947368
0.41874999999999996,1.0,0.022727272727272707,0.25
0.7262499999999998,1.0,0.022727272727272707,0.3651315789473684
0.1937500000000001,0.75,0.022727272727272707,0.7697368421052632
0.6000000000000001,0.0,0.6590909090909092,0.8355263157894737
0.22999999999999998,0.5,0.022727272727272707,0.3388157894736842
0.11125000000000007,0.0,0.5909090909090908,0.5263157894736842
0.4275,1.0,0.5909090909090908,0.8684210526315789
0.585,0.5,0.0,0.7927631578947368
0.2662500000000001,0.5,0.0,0.7927631578947368
0.37250000000000005,0.75,0.6363636363636365,0.3388157894736842
0.39749999999999996,0.75,0.5909090909090908,0.9999999999999999
0.8700000000000001,0.75,1.0,0.5723684210526315
0.41874999999999996,0.25,0.0,0.13486842105263158
0.18874999999999997,0.25,1.0,0.40789473684210525
0.21625000000000005,0.75,0.6363636363636365,0.11184210526315788
0.10499999999999998,0.0,0.022727272727272707,0.7697368421052632
0.26249999999999996,0.25,0.0,0.6743421052631579
0.53125,0.0,0.5909090909090908,0.40789473684210525
0.10000000000000009,0.0,0.5909090909090908,0.25
0.4624999999999999,0.5,0.5909090909090908,0.48026315789473684
0.8787500000000001,0.25,0.0,0.7697368421052632
0.8337500000000002,0.0,0.0,0.40789473684210525
0.06000000000000005,0.25,1.0,0.4375
0.9362499999999998,0.75,0.6363636363636365,0.6907894736842105
0.8799999999999999,0.25,0.0,0.13486842105263158
0.8925000000000001,0.5,0.0,0.5953947368421052
0.96625,0.25,0.0,0.3651315789473684
0.9237500000000001,1.0,1.0,0.11184210526315788
0.8287499999999999,0.5,0.0,0.4375
0.06875000000000009,1.0,1.0,0.40789473684210525
0.72125,0.75,0.6590909090909092,0.9078947368421052
0.8362500000000002,0.5,0.0,0.48026315789473684
0.36749999999999994,0.25,0.6363636363636365,0.5953947368421052
0.22249999999999992,0.75,0.6590909090909092,0.9078947368421052
0.90875,1.0,0.6363636363636365,0.13486842105263158
0.9525000000000001,0.75,0.6590909090909092,0.17434210526315788
0.3075000000000001,1.0,0.0,0.6907894736842105
0.9700000000000002,0.0,0.6363636363636365,0.3388157894736842
0.5487500000000001,0.0,0.6363636363636365,0.9671052631578946
0.9312499999999999,1.0,0.6363636363636365,0.19736842105263158
0.5687500000000001,1.0,1.0,0.25
0.6712500000000001,0.25,0.5909090909090908,0.13486842105263158
0.5612499999999998,0.0,0.6363636363636365,0.11184210526315788
0.23249999999999993,1.0,0.022727272727272707,0.19736842105263158
0.7012499999999999,0.5,1.0,0.08552631578947367
0.12624999999999997,1.0,0.0,0.9078947368421052
0.1200000000000001,0.0,0.5909090909090908,0.9999999999999999
0.8125,0.75,1.0,0.7927631578947368
0.2925,0.75,0.5909090909090908,0.25
0.040000000000000036,0.25,0.6363636363636365,0.9078947368421052
0.4737499999999999,0.25,0.6590909090909092,0.02631578947368421
0.8374999999999999,0.75,0.6363636363636365,0.506578947368421
0.46625000000000005,0.5,0.5909090909090908,0.2664473684210526
0.11250000000000004,0.0,0.022727272727272707,0.8355263157894737
0.7949999999999999,0.5,0.022727272727272707,0.9999999999999999
0.37625,0.0,0.5909090909090908,0.17434210526315788
0.26249999999999996,0.25,0.6590909090909092,0.5263157894736842
0.7762500000000001,0.25,0.6590909090909092,0.6907894736842105
0.2749999999999999,0.25,0.0,0.7927631578947368
0.7349999999999999,0.25,0.5909090909090908,0.638157894736842
0.03125,0.25,0.6590909090909092,0.4375
0.1712499999999999,0.75,0.6590909090909092,0.638157894736842
0.3125,0.75,1.0,0.6743421052631579
0.5212500000000002,0.0,0.0,0.5723684210526315
0.5625,1.0,0.6590909090909092,0.8355263157894737
0.30000000000000004,0.25,0.022727272727272707,0.3651315789473684
0.06374999999999997,0.0,0.6363636363636365,0.40789473684210525
0.3999999999999999,0.5,0.022727272727272707,0.8355263157894737
0.7987500000000001,1.0,0.022727272727272707,0.506578947368421
0.6412499999999999,0.0,0.6590909090909092,0.7401315789473684
0.19625000000000004,0.75,0.5909090909090908,0.08552631578947367
0.6099999999999999,1.0,0.022727272727272707,0.7927631578947368
0.9199999999999999,0.25,0.022727272727272707,0.19736842105263158
0.33624999999999994,0.75,0.5909090909090908,0.4375
0.0012499999999999734,0.75,0.6363636363636365,0.8684210526315789
0.36250000000000004,1.0,0.0,0.2664473684210526
0.8787500000000001,1.0,0.6590909090909092,0.5953947368421052
0.028750000000000053,1.0,0.0,0.13486842105263158
0.82125,1.0,0.6363636363636365,0.8684210526315789
0.39749999999999996,0.25,0.5909090909090908,0.30921052631578944
0.8912499999999999,0.25,0.022727272727272707,0.9243421052631579
0.08374999999999999,0.5,0.6590909090909092,0.02631578947368421
0.565,0.0,0.6363636363636365,0.7697368421052632
0.50875,0.75,0.5909090909090908,0.2664473684210526
0.8687499999999999,0.0,0.5909090909090908,0.3388157894736842
0.06000000000000005,0.25,0.0,0.13486842105263158
0.44999999999999996,0.25,1.0,0.4375
0.48875,0.5,0.5909090909090908,0.19736842105263158
0.8062499999999999,1.0,1.0,0.11184210526315788
0.020000000000000018,0.25,0.022727272727272707,0.25
0.13874999999999993,0.25,0.0,0.9243421052631579
0.14375000000000004,0.0,0.0,0.4375
0.05875000000000008,0.0,1.0,0.3651315789473684
0.33125000000000004,0.75,1.0,0.17434210526315788
0.8725,0.25,0.6363636363636365,0.17434210526315788
0.0987499999999999,0.0,1.0,0.3651315789473684
0.5025,0.5,0.6363636363636365,0.25
0.11125000000000007,0.0,1.0,0.9671052631578946
0.47,0.75,1.0,0.5263157894736842
0.2250000000000001,0.25,0.0,0.6743421052631579
0.8387500000000001,0.0,0.5909090909090908,0.08552631578947367
0.9337499999999999,0.25,0.0,0.25
0.16375000000000006,0.25,0.6363636363636365,0.3388157894736842
0.05249999999999999,0.75,0.6590909090909092,0.3651315789473684
0.9575,0.75,0.6590909090909092,0.3388157894736842
0.8450000000000002,0.25,0.022727272727272707,0.5953947368421052
0.76125,0.25,1.0,0.40789473684210525
0.7825000000000002,0.25,0.6590909090909092,0.5263157894736842
0.6012499999999998,1.0,0.0,0.40789473684210525
0.21875,0.25,0.6590909090909092,0.08552631578947367
